Date,Channel,Sessions,Users,EngagementTime,PagesPerSession,Hour,SessionID,EngagedSession,1. Trends in Sessions and Users Over Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Organic,3,2,296.2058494,4,22,S0760,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0603,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Email,4,1,206.8407535,2.1,13,S0761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0608,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Referral,4,1,477.0193395,4.5,9,S0762,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0610,0,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Email,4,2,276.2635267,2.5,11,S0763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0624,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Organic,1,3,118.2308959,7.6,5,S0764,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0627,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Email,4,3,514.4346715,2.9,11,S0765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0631,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Paid,4,1,530.7103273,1.5,22,S0766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0632,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Social,3,3,285.1227561,6,13,S0767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0648,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Referral,4,1,54.66283911,6.4,1,S0768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0662,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Social,1,3,238.8173931,8.8,8,S0769,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0667,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Email,1,2,484.0872191,6.2,9,S0770,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0669,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Referral,3,1,542.0466768,4.1,16,S0771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0675,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Email,4,1,130.0489181,8.2,16,S0772,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0679,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Paid,4,2,49.51443109,5.9,2,S0773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0682,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Organic,1,1,527.6367673,1.7,18,S0774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0689,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Referral,4,3,239.748914,6.1,0,S0775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0694,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,4,3,329.6389689,9.2,11,S0776,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0699,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Paid,4,1,581.1588291,4.6,6,S0777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0701,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Referral,2,3,49.27318947,3.7,3,S0778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0705,0,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Email,3,1,392.5076244,2.3,9,S0779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0706,0,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,2,2,53.72219932,2.4,12,S0780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0714,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Social,3,1,231.5266678,4.9,1,S0781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0716,0,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,1,2,484.2505817,6.4,9,S0782,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0717,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Email,4,3,265.7486173,1.7,20,S0783,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0721,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Email,3,2,598.3375888,9.5,21,S0784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0729,1,,,,,,,,,,,,,,,,,,,,,,,
27-05-2025,Social,2,3,339.8449781,7.8,3,S0785,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0730,1,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Paid,4,1,199.4856701,6.3,17,S0786,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0733,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Email,1,3,139.8656823,8.5,4,S0787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0747,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Referral,3,1,216.8071152,1.7,18,S0788,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0749,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Organic,3,1,229.7946315,5.3,1,S0789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0751,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Organic,3,2,50.54106986,6.7,11,S0790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0755,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Organic,4,2,228.0487777,8.5,16,S0791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0758,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,2,2,283.9007266,8.1,9,S0792,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0759,1,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Social,2,2,436.4152738,3.5,1,S0793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0762,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Email,3,3,397.470396,9.5,5,S0794,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0768,0,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Referral,1,3,428.1717366,2.1,7,S0795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0771,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Referral,1,3,14.93457231,8.9,18,S0796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0775,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Paid,2,1,138.4237658,9.7,10,S0797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0778,0,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Organic,1,3,400.3937302,2.6,11,S0798,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0788,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Paid,2,3,295.5537272,7.5,8,S0799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0795,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Social,3,3,13.13495064,1.4,1,S0800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0796,0,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Social,2,2,484.651839,4.6,7,S0801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0809,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Email,2,3,465.9576482,5.6,10,S0802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0816,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Email,3,1,333.5673062,6.2,20,S0803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0822,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Social,1,2,49.21336221,9.4,3,S0804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0823,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Social,2,1,462.2438792,7.1,9,S0805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0828,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Social,2,3,354.3910168,5.3,20,S0806,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0830,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Paid,3,2,471.3563865,8.3,19,S0807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0831,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Social,1,1,453.5307255,9.6,15,S0808,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0839,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Referral,2,3,483.7712225,1.2,7,S0809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0844,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Organic,3,1,315.6247592,9.8,3,S0810,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0848,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Social,2,1,92.79146573,1.8,9,S0811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0849,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Organic,4,1,405.9829093,8.3,11,S0812,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0850,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Paid,3,3,376.0795332,3.5,13,S0813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0857,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,1,3,447.9293804,2.2,15,S0814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0859,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Paid,1,1,110.2297936,5,21,S0815,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0862,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Referral,1,2,125.0353679,6.8,17,S0816,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0863,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Paid,1,2,535.3416152,4.4,20,S0817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0869,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Paid,2,3,452.4869011,1.5,21,S0818,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0875,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Email,2,3,545.8548083,6.4,20,S0819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0881,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Social,1,3,457.6420395,9.1,11,S0820,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0884,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Social,1,3,362.3216305,4.4,17,S0821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0890,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Referral,1,3,395.9383148,2.9,6,S0822,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0903,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Referral,2,2,534.5854751,5,19,S0823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0909,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Social,1,3,351.4959852,1.4,23,S0824,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0915,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Email,1,1,383.1108814,8.4,22,S0825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0916,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Social,4,1,102.3212624,8.4,6,S0826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0945,1,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Email,4,2,289.6135199,6.3,8,S0827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0947,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Referral,1,1,432.6742961,4.2,0,S0828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0948,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Organic,3,2,169.856192,8.2,5,S0829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0957,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Referral,1,2,129.3299665,6,5,S0830,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0958,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Referral,4,1,195.1578169,8.4,21,S0831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0963,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,3,3,152.4853705,6.7,11,S0832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0967,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Paid,3,1,136.7984559,8.1,21,S0833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0974,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Paid,1,1,260.6619973,6.4,11,S0834,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0976,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Paid,4,2,545.6247232,4.7,9,S0835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0981,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Email,4,1,309.1651916,9.6,22,S0836,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0985,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Social,3,2,120.8730247,5.9,5,S0837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0988,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Organic,1,3,55.41328493,6.4,16,S0838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0989,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Referral,2,3,420.7321256,3,18,S0839,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0992,0,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Email,2,3,235.851271,6.6,17,S0840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0993,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Organic,4,1,494.8802585,6.1,5,S0841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,155,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Email,2,2,399.1113535,2.7,23,S0842,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0002,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Email,4,3,479.7824558,1.5,18,S0843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0009,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Referral,4,2,170.4481633,6.4,9,S0844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0011,0,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Social,4,2,418.4917643,7.9,23,S0845,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0021,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Paid,2,3,165.796571,5.7,7,S0846,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0029,0,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Social,4,3,564.0504029,3,20,S0847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0032,0,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Referral,3,2,385.4608261,7,23,S0848,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0038,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Referral,1,3,201.4619621,1.7,5,S0849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0043,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Referral,1,2,169.0119988,5,20,S0850,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0044,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Organic,4,2,122.6466852,2.5,6,S0851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0056,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Social,1,3,419.8381657,2.7,23,S0852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0057,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Social,2,1,139.0422117,2.8,0,S0853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0071,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Email,2,3,361.2289269,4.5,17,S0854,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0078,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Email,1,1,166.1346659,1.5,23,S0855,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0093,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Email,2,2,400.5616774,4.6,19,S0856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0098,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Referral,1,2,490.8144398,5.6,11,S0857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0100,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Social,1,1,469.0348935,5.3,15,S0858,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0108,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Referral,1,2,458.9022852,4.4,9,S0859,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0116,1,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Organic,4,1,120.7562194,8.6,9,S0860,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0121,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Email,1,1,62.14711872,2.3,13,S0861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0125,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Referral,4,2,422.3798088,5.6,19,S0862,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0127,0,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Referral,1,1,227.3248561,1.6,9,S0863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0133,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Organic,1,3,265.0842736,1.6,9,S0864,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0136,0,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Paid,1,3,28.37796475,6.2,10,S0865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0141,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Social,2,2,163.1501051,6.1,22,S0866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0152,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Paid,4,2,29.86907829,8.9,1,S0867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0158,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Email,4,1,528.7196058,6,19,S0868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0160,0,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Referral,1,1,153.6040431,9.6,7,S0869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0161,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Organic,1,1,338.82893,1.4,22,S0870,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0163,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Organic,2,1,32.99779919,1.9,6,S0871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0172,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Social,2,3,403.4399609,1.4,7,S0872,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0175,0,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,2,3,200.586134,2.7,0,S0873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0177,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Social,4,2,539.7723203,5.9,20,S0874,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0179,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Referral,4,1,533.9897315,6.8,1,S0875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0181,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Social,4,1,201.9214648,1.4,17,S0876,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0186,0,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Organic,1,2,541.5669285,9.5,14,S0877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0195,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Organic,4,1,597.7330274,8.6,0,S0878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0199,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Email,3,1,496.9952418,3.7,4,S0879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0209,0,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Email,3,1,508.4740952,1.7,1,S0880,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0210,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Referral,2,1,156.9151543,2.5,19,S0881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0216,1,,,,,,,,,,,,,,,,,,,,,,,
29-04-2025,Paid,4,1,350.2544153,2.1,2,S0882,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0220,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Social,3,2,49.68098924,2.1,18,S0883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0225,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Referral,2,1,66.00158272,5.7,17,S0884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0233,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Email,4,2,599.3466411,3.2,21,S0885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0253,0,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Social,1,1,202.7171572,4.2,17,S0886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0256,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Email,3,3,451.4285081,9.9,13,S0887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0258,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Social,1,3,485.9323813,7.2,23,S0888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0266,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Paid,4,3,516.2337299,9.5,7,S0889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0274,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Referral,3,3,598.6006955,2.3,11,S0890,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0276,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Social,4,2,152.4829263,4.4,20,S0891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0280,1,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Organic,1,2,33.80698785,6,9,S0892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0281,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Organic,3,1,252.6029956,1.7,22,S0893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0287,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Social,1,3,86.7475952,1,19,S0894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0288,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Social,4,2,23.23127461,7,16,S0895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0293,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Social,4,1,222.651828,6.8,10,S0896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0298,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Organic,1,1,472.4055681,4.7,1,S0897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0304,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Organic,3,2,344.0466078,5.4,3,S0898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0306,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Social,1,3,194.5390136,4.7,0,S0899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0307,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Email,4,1,396.0617832,1.2,14,S0900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0308,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Email,1,3,146.8907264,4,12,S0901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0309,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Paid,4,3,18.48505318,2.6,7,S0902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0314,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Referral,1,3,460.968498,1.9,3,S0903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0325,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Email,3,1,378.0084201,9.6,9,S0904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0334,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Organic,3,3,459.7585485,6.4,18,S0905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0340,0,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Email,1,1,32.97342985,7.6,17,S0906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0352,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,1,3,503.9005804,3.8,4,S0907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0356,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Paid,3,1,375.520458,4.5,18,S0908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0363,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Referral,4,3,342.4032569,3.1,22,S0909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0368,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Email,3,2,378.5222884,1.9,21,S0910,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0371,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Organic,4,3,520.0156157,2.6,15,S0911,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0372,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Organic,1,3,356.2925389,8.2,0,S0912,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0390,1,,,,,,,,,,,,,,,,,,,,,,,
